endTime,artistName,trackName,msPlayed
4/8/20 20:45,Alain Souchon,J'ai dix ans,16810
4/8/20 20:47,Frank Sinatra,Fly Me To The Moon - Remastered,147520
4/8/20 20:48,Charles Trenet,Douce France,42411
4/8/20 20:51,Édith Piaf,La Vie en rose,187733
4/8/20 20:53,Louis Armstrong,What A Wonderful World - Single Version,139226
4/8/20 20:55,Billie Holiday,I'll Be Seeing You,85254
4/8/20 20:55,Vanessa Paradis,Ces mots simples,34410
4/8/20 20:59,Enzo Enzo,Juste quelqu'un de bien,247333
4/8/20 21:03,Márcio Faraco,Paris,201807
4/8/20 21:05,Coralie Clement,La mer opale,167266
4/8/20 21:08,Baguette Quartette,En douce,144213
4/8/20 21:12,Paris Combo,On N'a Pas Besoin,247666
4/8/20 21:14,Serge Gainsbourg,Elaeudanla téitéia,99053
4/8/20 21:16,Serge Gainsbourg,Marilou sous la neige,143357
4/8/20 21:19,Barbara,Si la photo est bonne,172160
4/8/20 21:31,paris match,cerulean blue,2950
4/8/20 21:33,Brigitte Bardot,Un jour comme un autre,140826
4/8/20 21:36,Baguette Quartette,En douce,144213
4/8/20 21:39,Chantal Chamberland,Vous qui passez sans me voir,142029
4/8/20 21:39,Paris Combo,Fibre De Verre,191146
4/9/20 0:14,Afroman,Because I Got High - Extended Version,1898
4/9/20 0:14,LMFAO,Shots,222133
4/10/20 19:33,Beyoncé,Pretty Hurts,6468
4/10/20 19:33,Frank Sinatra,Come Fly With Me - Remastered,8614
4/10/20 19:33,Beyoncé,Irreplaceable,227853
4/10/20 19:36,Dean Martin,Blue Moon,26296
4/10/20 19:36,Dean Martin,Everybody Loves Somebody,12283
4/10/20 19:36,Frank Sinatra,Fly Me To The Moon - Remastered,145937
4/10/20 21:03,Audrey Hepburn,Moon River (From Breakfast at Tiffany's) [Remaster...,88607
4/10/20 21:06,Elvis Presley,Can't Help Falling in Love,182360
4/10/20 21:15,Frank Sinatra,"Theme From New York, New York",204146
4/10/20 21:18,Frank Sinatra,The Way You Look Tonight,202160
4/10/20 21:20,Dean Martin,Ain't That A Kick In The Head,147293
4/10/20 21:24,Charles Trenet,La mer,201840
4/10/20 21:27,Édith Piaf,La Vie en rose,187733
4/10/20 21:29,Frank Sinatra,Fly Me To The Moon - Remastered,147146
4/10/20 21:33,Frank Sinatra,Come Fly With Me - Remastered,199093
4/10/20 21:33,Audrey Hepburn,Moon River (From Breakfast at Tiffany's) [Remaster...,27036
4/10/20 21:34,Billy Joel,Scenes from an Italian Restaurant,75836
4/10/20 21:37,The Supremes,You Can't Hurry Love,167933
4/10/20 21:41,Neil Diamond,Sweet Caroline,203573
4/10/20 21:44,The Jackson 5,I Want You Back,176333
4/10/20 21:47,Paul Simon,Father and Daughter,180939
4/10/20 21:50,Daryl Hall & John Oates,You Make My Dreams (Come True),190626
4/10/20 21:54,Frankie Valli & The Four Seasons,Who Loves You,255600
4/10/20 21:57,The Temptations,Ain't Too Proud To Beg,156173
4/10/20 21:57,The Monkees,Daydream Believer,20832
4/10/20 22:30,Gene Kelly,Singin' In The Rain,1671
4/10/20 22:30,Carole King,Where You Lead,153600
4/10/20 22:32,The Beach Boys,Surfin' U.S.A. - Remastered,149373
4/10/20 22:38,Billy Joel,Piano Man,339000
4/10/20 22:38,Bill Withers,Lean on Me,2078
4/10/20 22:38,James Taylor,How Sweet It Is (To Be Loved By You) - 2019 Remast...,25889
4/10/20 22:41,The Monkees,I'm a Believer - 2006 Remaster,31079
4/10/20 22:44,The Temptations,My Girl,165000
4/10/20 22:46,Simon & Garfunkel,Cecilia,117841
4/10/20 22:50,Billy Joel,Only the Good Die Young,235560
4/10/20 22:54,Stevie Wonder,Sir Duke,232760
4/10/20 22:54,Frankie Valli,My Eyes Adored You,50156
4/10/20 22:59,Elton John,Don't Go Breaking My Heart,271133
4/10/20 23:02,Michael Bublé,You've Got a Friend in Me,205693
4/10/20 23:03,Sam Cooke,(What A) Wonderful World,40489
4/10/20 23:03,Louis Prima,Pennies From Heaven,1834
4/10/20 23:07,Bill Withers,Lovely Day,254560
4/10/20 23:14,Jimmy Buffett,Cheeseburger In Paradise,47656
4/10/20 23:14,Elton John,Tiny Dancer,377093
4/10/20 23:42,Dresses,Catch,225082
4/10/20 23:46,courtship.,Islands,206908
4/10/20 23:50,Vance Joy,Fire and the Flood,249382
4/10/20 23:52,Szymon,Blue Coloured Mountain,135680
4/10/20 23:55,STRFKR,Atlantis,151226
4/11/20 0:08,The Strumbellas,Spirits,203653
4/11/20 0:12,Grouplove,Tongue Tied,218013
4/11/20 0:18,Ostrea Lake,When the Storm Is Near,395586
4/11/20 0:21,Imagine Dragons,Warriors,170066
4/11/20 0:25,Autoheart,Moscow,234571
4/11/20 0:28,Bleachers,I Wanna Get Better,204520
4/11/20 0:34,Edward Sharpe & The Magnetic Zeros,Home - 2019 - Remaster,306373
4/11/20 0:37,Cheat Codes,Don't Say No (feat. Dresses),188706
4/11/20 0:40,WALK THE MOON,Avalanche,218720
4/11/20 0:44,Vacation Manor,Careless,195240
4/11/20 0:48,Graham Louis,Darlin',243920
4/11/20 0:49,Red Hot Chili Peppers,Under the Bridge,73720
4/11/20 0:52,Andy Grammer,Keep Your Head Up,189933
4/11/20 19:52,Eric Hutchinson,A Little More,34272
4/11/20 19:55,Matthew Wilder,Break My Stride,180240
4/11/20 19:59,Shania Twain,That Don't Impress Me Much,238706
4/11/20 20:00,TOTO,Hold the Line,42570
4/11/20 20:05,Elton John,Bennie And The Jets - Remastered 2014,322548
4/11/20 20:08,Elton John,I'm Still Standing,183440
4/11/20 20:11,Elton John,Goodbye Yellow Brick Road - Remastered 2014,192826
4/11/20 20:15,Elton John,Crocodile Rock,235440
4/11/20 20:18,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
4/11/20 20:39,The Beach Boys,Wouldn't It Be Nice - Remastered,53329
4/11/20 20:42,King Harvest,Dancing in the Moonlight,181133
4/11/20 20:46,Billy Joel,My Life,284000
4/11/20 20:50,The Beach Boys,Kokomo,217093
4/11/20 20:54,Billy Joel,Uptown Girl,197706
4/11/20 20:56,Frankie Valli & The Four Seasons,Sherry,152160
4/11/20 20:58,James Taylor,You've Got a Friend - 2019 Remaster,108352
4/11/20 21:02,Dexys Midnight Runners,Come On Eileen,205933
4/11/20 21:03,Billy Joel,Piano Man,778
4/11/20 21:03,Donovan Woods,Good Lover,800
4/11/20 21:03,Good Old War,Amazing Eyes,3786
4/11/20 21:03,The Doobie Brothers,Listen to the Music,3381
4/11/20 21:03,BØRNS,Clouds,2720
4/11/20 21:03,Jackson Browne,Doctor My Eyes,68073
4/11/20 21:03,Badfinger,No Matter What - Remastered 2010,960
4/11/20 21:08,The Kooks,Bad Habit,221413
4/11/20 21:13,Of Monsters and Men,Little Talks,266600
4/11/20 21:16,American Authors,Believer,183893
4/11/20 21:20,Lewis Del Mar,Painting (Masterpiece),243413
4/11/20 21:23,SafetySuit,Looking Up,194025
4/11/20 21:24,Disturbed,The Sound of Silence,26645
4/11/20 21:24,Weezer,Island In The Sun,53
4/11/20 21:25,BENEE,Supalonely,80213
4/11/20 21:27,VHS Collection,Take My Money,864
4/11/20 21:27,The Mowgli's,Alone Sometimes,1290
4/11/20 21:27,The Strumbellas,Spirits,874
4/11/20 21:27,George Ezra,Budapest,810
4/11/20 21:27,Rivers Cuomo,Medicine for Melancholy,1365
4/11/20 21:27,Arctic Monkeys,Snap Out Of It,1397
4/11/20 21:27,Moon Taxi,Not Too Late,1482
4/11/20 21:27,Briston Maroney,I've Been Waiting,2197
4/11/20 21:27,The Wrecks,Favorite Liar,1738
4/11/20 21:27,Rayland Baxter,Willy's Song,895
4/11/20 21:27,The Strumbellas,I’ll Wait,1205
4/11/20 21:27,The Arcs,Put a Flower in Your Pocket,6048
4/11/20 21:27,The Avett Brothers,Kick Drum Heart,1813
4/11/20 21:27,The Goo Goo Dolls,So Alive,1066
4/11/20 21:27,THE DLX,Idk,63
4/11/20 21:27,Bad Suns,Away We Go,124373
4/11/20 21:28,Coast Modern,Guru,2207
4/11/20 21:28,BabyJake,Cigarettes On Patios,4565
4/11/20 21:35,Jukebox The Ghost,Jumpstarted,262626
4/11/20 21:39,Robby Hunter Band,Corazón,199453
4/11/20 21:42,Mipso,Carolina Calling,224757
4/11/20 21:47,The Maine,Another Night On Mars,266405
4/11/20 21:51,David Bowie,Starman - 2012 Remaster,254293
4/11/20 21:54,Rag'n'Bone Man,Human,200186
4/11/20 21:59,Lewis Del Mar,Malt Liquor,261120
4/11/20 22:02,Saint Motel,For Elise,203333
4/11/20 22:06,John Mayer,New Light,216014
4/12/20 22:11,Glass Animals,Gooey,22640
4/12/20 22:16,John Legend,All of Me,280960
4/12/20 22:17,Us The Duo,I Will Wait For You,1822
4/12/20 22:17,James TW,You & Me,1462
4/12/20 22:17,Jason Mraz,I'm Yours,4562
4/12/20 22:17,Colbie Caillat,Never Gonna Let You Down,1172
4/12/20 22:17,Train,"Hey, Soul Sister",10704
4/12/20 22:17,Gabrielle Aplin,Please Don't Say You Love Me,557
4/12/20 22:21,Gavin DeGraw,You Got Me,1416
4/12/20 22:21,Train,Angel in Blue Jeans,963
4/12/20 22:21,Tori Kelly,I Was Made For Loving You,684
4/12/20 22:21,James Bay,Need The Sun To Break,1508
4/12/20 22:21,John Mayer,Dreaming with a Broken Heart,1544
4/12/20 22:21,Leona Lewis,Bleeding Love,262466
4/12/20 22:21,Jason Mraz,Lucky - Live from Spotify Sessions,1416
4/12/20 22:21,Kelly Clarkson,A Moment Like This,1462
4/12/20 22:21,Colbie Caillat,Bubbly,824
4/12/20 22:22,Tony Bennett,The Way You Look Tonight,7883
4/12/20 22:25,James Bay,Hold Back The River,238746
4/12/20 22:28,Colbie Caillat,I Do,173360
4/12/20 22:32,Colbie Caillat,Bubbly,196280
4/12/20 22:36,Colbie Caillat,Brighter Than The Sun,231213
4/12/20 22:39,Jason Mraz,Lucky,191360
4/12/20 22:40,Kina Grannis,Can't Help Falling In Love,32347
4/12/20 22:42,The Poppy Family,Where Evil Grows,171000
4/12/20 22:43,Stampeders,Sweet City Woman,499
4/12/20 22:43,Nancy Sinatra,These Boots Are Made For Walkin' - Mono Single Ver...,499
4/12/20 22:43,Ringo Starr,It Don't Come Easy,1056
4/12/20 22:43,Todd Rundgren,Hello It's Me,1323
4/12/20 22:43,"Hamilton, Joe Frank & Reynolds",Don't Pull Your Love Out,557
4/12/20 22:43,Tommy James & The Shondells,I Think We're Alone Now - Single Version,12469
4/12/20 22:44,Cass Elliot,Don't Let The Good Life Pass You By,0
4/12/20 22:47,The Beach Boys,Wouldn't It Be Nice,153866
4/12/20 22:49,The Beach Boys,Surfin' U.S.A. - Remastered,149373
4/12/20 22:53,The Beach Boys,Good Vibrations - Remastered,219026
4/12/20 22:56,The Beach Boys,Kokomo,217093
4/12/20 22:57,Jimmy Buffett,Cheeseburger In Paradise,5143
4/12/20 22:57,Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,15603
4/12/20 22:57,Steve Miller Band,The Joker,6629
4/12/20 23:01,Jimmy Buffett,Margaritaville,250933
4/12/20 23:05,Alan Jackson,It's Five O'Clock Somewhere,230266
4/12/20 23:07,Jimmy Buffett,Tin Cup Chalice - Live,92772
4/12/20 23:10,Jimmy Buffett,Santa Stole Thanksgiving,0
4/12/20 23:10,Jimmy Buffett,"Changes In Latitudes, Changes In Attitudes",197333
4/12/20 23:13,Kenny Chesney,"No Shoes, No Shirt, No Problems",209666
4/12/20 23:14,Jimmy Buffett,Something 'Bout a Boat,53394
4/12/20 23:18,Luke Combs,When It Rains It Pours,240760
4/12/20 23:22,Luke Combs,Hurricane,222533
4/13/20 2:41,T.I.,Ball (feat. Lil Wayne),205360
4/13/20 2:44,Pitbull,Fireball (feat. John Ryan),236200
4/13/20 2:45,Juan Magán,Echa Pa Aca,2090
4/13/20 2:45,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em U...,5333
4/13/20 2:45,Pitbull,Me Quedaré Contigo,1215
4/13/20 2:45,Spose,I'm Awesome,661
4/13/20 2:45,Pitbull,3 to Tango,704
4/13/20 2:45,Pitbull,Get It Started (feat. Shakira),768
4/13/20 2:49,Pitbull,3 to Tango,222252
4/13/20 2:52,Pitbull,Me Quedaré Contigo,226773
4/13/20 2:53,Enrique Iglesias,I Like It,56278
4/13/20 22:41,"Earth, Wind & Fire",September,215080
4/13/20 22:41,Tavares,Heaven Must Be Missing An Angel - Pt. 1,14220
4/13/20 22:41,KC & The Sunshine Band,Give It Up,5630
4/13/20 22:44,Tame Impala,The Less I Know The Better,216320
4/13/20 22:48,Dr. Dog,Where'd All the Time Go?,234800
4/13/20 23:04,Tame Impala,Lost In Yesterday,249586
4/13/20 23:05,Grouplove,Tongue Tied,42788
4/14/20 0:27,Luke Combs,Beer Never Broke My Heart,367931
4/14/20 0:30,Uncle Kracker,Smile,201626
4/14/20 0:31,Mark Wills,19 Somethin' - Greatest Hits Version,26542
4/14/20 0:35,Zac Brown Band,Chicken Fried,238146
4/14/20 0:36,The Chicks,Wide Open Spaces,67742
4/14/20 0:39,Jimmy Buffett,Pencil Thin Mustache,173560
4/14/20 0:42,Zac Brown Band,Make This Day,203173
4/14/20 0:47,Zac Brown Band,Toes,262773
4/14/20 0:50,Zac Brown Band,Homegrown,205000
4/14/20 0:54,Zac Brown Band,Castaway,188053
4/14/20 0:56,Zac Brown Band,I Shall Be Released (Live) [Pass the Jar - Zac Bro...,906
4/14/20 0:56,Zac Brown Band,Castaway,3711
4/14/20 0:56,Old Dominion,Make It Sweet,128245
4/14/20 0:56,Zac Brown Band,Jump Right In,1525
4/14/20 0:56,Jimmy Buffett,Pencil Thin Mustache,3573
4/14/20 0:56,Zac Brown Band,Highway 20 Ride,821
4/14/20 0:56,Zac Brown Band,Free,1237
4/14/20 0:57,Zac Brown Band,Sic 'Em on a Chicken (Live) [Pass the Jar - Zac Br...,3050
4/14/20 1:00,Charles Trenet,La mer,201840
4/14/20 1:03,Frank Sinatra,"Theme From New York, New York",204146
4/14/20 1:43,Frank Sinatra,Come Fly With Me - Remastered,199093
4/14/20 1:46,Dean Martin,Ain't That A Kick In The Head,147293
4/14/20 1:50,Frank Sinatra,The Way You Look Tonight,202160
4/14/20 1:52,Frank Sinatra,Fly Me To The Moon - Remastered,147146
4/14/20 1:55,Édith Piaf,La Vie en rose,187733
4/14/20 1:58,Elvis Presley,Can't Help Falling in Love,182360
4/14/20 2:01,Audrey Hepburn,Moon River (From Breakfast at Tiffany's) [Remaster...,123160
4/14/20 2:04,Nat King Cole,L-O-V-E,155306
4/14/20 2:06,Marvin Gaye,Ain't No Mountain High Enough,151666
4/14/20 2:10,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
4/14/20 2:13,The Beach Boys,Good Vibrations - Remastered,219026
4/14/20 2:17,Billy Joel,The Longest Time,217906
4/14/20 2:18,James Taylor,You've Got a Friend - 2019 Remaster,50345
4/14/20 2:18,Harry Nilsson,The Puppy Song,3594
4/14/20 2:28,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",16288
4/14/20 2:30,Elton John,Don't Go Breaking My Heart,45061
4/14/20 2:48,Elton John,Don't Go Breaking My Heart,271133
4/14/20 2:51,Frankie Valli,Can't Take My Eyes off You,203680
4/14/20 2:56,Elton John,Bennie And The Jets - Remastered 2014,322548
4/14/20 2:57,Carole King,I Feel the Earth Move,52141
4/14/20 2:57,The Beatles,Here Comes The Sun - Remastered 2009,1690
4/14/20 2:57,John Denver,Annie's Song,1240
4/14/20 2:57,The Police,Every Little Thing She Does Is Magic,1220
4/14/20 3:01,Billy Joel,Uptown Girl,197706
4/14/20 3:04,Elvis Presley,Burning Love,170293
4/14/20 3:09,TOTO,Africa,295893
4/14/20 3:13,Electric Light Orchestra,Mr. Blue Sky,277596
4/14/20 16:02,Electric Light Orchestra,Mr. Blue Sky,3320
4/14/20 19:30,Glass Animals,Gooey,289306
4/14/20 19:32,Surfaces,Sunday Best,158571
4/14/20 19:49,Tame Impala,The Less I Know The Better,216320
4/14/20 19:53,Sam Burchfield,Valentine Girl,235640
4/14/20 19:57,Stephen Day,Hey Lady,230103
4/14/20 20:00,HARBOUR,Judy You Hung the Moon,210000
4/14/20 20:04,Jukebox The Ghost,Girl,213786
4/14/20 20:04,Melt,Sour Candy,25194
4/14/20 20:45,Frank Ocean,Moon River,3471
4/14/20 20:45,Cody Fry,Vegas,107740
4/15/20 0:00,Frank Sinatra,Moon River,28508
4/15/20 17:33,The Pogues,Fairytale of New York (feat. Kirsty MacColl),269120
4/16/20 0:59,Niall Horan,Slow Hands,188174
4/16/20 1:00,Wrabel,11 Blocks,67562
4/16/20 1:05,Frank Sinatra,My Way,276800
4/16/20 1:09,John Mayer,New Light,216014
4/16/20 1:11,Rex Orange County,Loving Is Easy,155720
4/16/20 1:15,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",201093
4/16/20 1:21,The Beach Boys,Good Vibrations - Remastered,217746
4/16/20 1:24,Frank Sinatra,Come Fly With Me - Remastered,199093
4/16/20 1:27,Frank Sinatra,Somethin' Stupid,162493
4/16/20 1:31,Frank Sinatra,I've Got You Under My Skin - Remastered 1998,223760
4/16/20 1:32,Frank Sinatra,Strangers In The Night,34062
4/16/20 1:34,Phil Collins,You Can't Hurry Love - 2016 Remaster,175746
4/16/20 1:35,American Authors,Best Day Of My Life,4362
4/16/20 1:35,Bobby Day,Rockin' Robin,2602
4/16/20 1:35,Andy Grammer,"Honey, I'm Good.",39913
4/16/20 1:40,Paul Simon,You Can Call Me Al,280000
4/16/20 1:45,The Killers,Mr. Brightside,222586
4/16/20 1:49,Jack Johnson,Banana Pancakes,191906
4/16/20 1:52,Journey,Any Way You Want It,201866
4/16/20 1:55,The Foundations,Build Me Up Buttercup - Mono,177533
4/16/20 1:58,Billy Joel,Uptown Girl,197706
4/16/20 2:03,Third Eye Blind,Semi-Charmed Life,268360
4/16/20 2:06,Jr. Walker & The All Stars,How Sweet It Is (To Be Loved By You),182440
4/16/20 2:09,The Cars,You Might Think,185026
4/16/20 2:13,Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",244026
4/16/20 2:14,The J. Geils Band,Centerfold,35045
4/16/20 2:17,Harry Belafonte,Jump in the Line,221704
4/16/20 2:23,Billy Joel,Piano Man,336200
4/16/20 2:24,Fountains Of Wayne,Stacy's Mom,54941
4/16/20 2:27,Jack Johnson,Upside Down,208653
4/16/20 2:30,Sam Cooke,(What A) Wonderful World,125440
4/16/20 2:33,"Earth, Wind & Fire",September,215080
4/16/20 2:37,The Jackson 5,ABC,177426
4/16/20 2:41,Stevie Wonder,Sir Duke,232760
4/16/20 2:54,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long ...",65382
4/16/20 3:14,Daryl Hall & John Oates,You Make My Dreams (Come True),85120
4/16/20 3:17,Barenaked Ladies,One Week,169760
4/16/20 3:20,Jay & The Americans,Come A Little Bit Closer,166666
4/16/20 3:35,Commodores,Easy,35108
4/16/20 3:38,Jay & The Americans,Come A Little Bit Closer,166666
4/16/20 3:42,Commodores,Easy,256426
4/16/20 3:45,The Archies,"Sugar, Sugar",167186
4/16/20 3:48,Van Morrison,Brown Eyed Girl,183306
4/16/20 3:52,Bill Withers,Lovely Day,216555
4/16/20 3:58,Elton John,Tiny Dancer,377093
4/16/20 4:01,Corinne Bailey Rae,Put Your Records On,215360
4/16/20 4:07,Elton John,Bennie And The Jets - Remastered 2014,322548
4/16/20 4:10,Queen,You're My Best Friend - Remastered 2011,170800
4/16/20 4:13,Looking Glass,Brandy (You're a Fine Girl),186826
4/16/20 4:16,Jimmy Cliff,"Wonderful World, Beautiful People - Single Version",195558
4/16/20 18:57,Paul Simon,Me and Julio Down by the Schoolyard,863
4/16/20 18:57,The Isley Brothers,"Shout, Pts. 1 & 2",4992
4/16/20 18:57,Natalie Cole,This Will Be (An Everlasting Love),1461
4/16/20 18:57,Wham!,Wake Me Up Before You Go-Go,2688
4/16/20 18:57,Bobby Day,Rockin' Robin,938
4/16/20 18:57,Bob Seger,Night Moves,256
4/16/20 18:57,Matt and Kim,Daylight,108864
4/16/20 18:57,Train,"Hey, Soul Sister",2175
4/16/20 18:57,The Turtles,Happy Together,768
4/16/20 18:57,Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,3189
4/16/20 18:57,Edward Sharpe & The Magnetic Zeros,Home - 2019 - Remaster,917
4/16/20 18:59,Electric Light Orchestra,Mr. Blue Sky,100746
4/16/20 19:03,Timeflies,Are We There Yet,16437
4/16/20 19:03,Niall Horan,Slow Hands,188174
4/16/20 19:06,Surfaces,Sunday Best,158571
4/16/20 19:10,SALES,Chinese New Year,43150
4/16/20 19:10,Donnie Trumpet & The Social Experiment,Sunday Candy,226013
4/16/20 19:11,Jukebox The Ghost,Jumpstarted,1695
4/16/20 19:15,Glass Animals,Gooey,289306
4/16/20 19:19,Tame Impala,The Less I Know The Better,216320
4/16/20 19:23,John Mayer,New Light,216014
4/16/20 19:26,Robby Hunter Band,Corazón,199453
4/16/20 19:29,Rag'n'Bone Man,Human,200186
4/16/20 19:33,Mipso,Carolina Calling,224757
4/16/20 19:37,David Bowie,Starman - 2012 Remaster,254293
4/16/20 19:41,The Tuesday Crew,Summer Lovin',241243
4/16/20 19:46,The Maine,Another Night On Mars,266405
4/16/20 19:48,Lewis Del Mar,Malt Liquor,128224
4/16/20 19:51,Clay Finnesand,R.G.T.,201480
4/16/20 19:56,Juice,September Told Me,255880
4/16/20 19:59,Saint Motel,For Elise,203333
4/16/20 20:09,BabyJake,Cigarettes On Patios,207813
4/16/20 20:13,Ripe,Downward,224411
4/16/20 20:14,The National Parks,1953,53611
4/16/20 20:18,Stephen Day,Hey Lady,230103
4/16/20 20:20,Amos Lee,Sweet Pea,129626
4/16/20 20:22,Melt,Sour Candy,3076
4/16/20 20:22,Ben Rector,Kids,127818
4/16/20 20:26,Valley,Park Bench,214400
4/16/20 20:31,Champagne Lane,Golden Hour,278011
4/16/20 20:34,Us The Duo,Shotgun,174884
4/16/20 20:37,Bleachers,Goodmorning,193413
4/16/20 20:40,The Happy Fits,"So Alright, Cool, Whatever",183512
4/16/20 20:40,Lawrence,Oranges,1381
4/16/20 20:43,King Harvest,Dancing in the Moonlight,181133
4/16/20 20:46,Sean Kingston,Me Love,204293
4/16/20 20:51,Natasha Bedingfield,Unwritten,259333
4/16/20 20:55,Weezer,Island In The Sun,200306
4/16/20 21:02,Matt Nathanson,Come On Get Higher,215173
4/16/20 21:06,Jason Mraz,Have It All,226106
4/16/20 21:09,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
4/16/20 21:13,Miley Cyrus,Rainbowland (feat. Dolly Parton),265373
4/16/20 21:18,Dolly Parton,Islands In the Stream,251960
4/16/20 21:21,Colbie Caillat,Brighter Than The Sun,231213
4/16/20 21:25,Plain White T's,Rhythm Of Love,200200
4/16/20 21:28,Corinne Bailey Rae,Put Your Records On,215360
4/16/20 21:31,Niall Horan,Seeing Blind,185280
4/16/20 21:35,Parachute,Without You,228933
4/16/20 21:39,Phillip Phillips,Home,210173
4/16/20 21:40,Paul Simon,You Can Call Me Al,48071
4/16/20 21:42,Ben Rector,I Like You,138517
4/16/20 21:45,Tom Petty and the Heartbreakers,American Girl,214733
4/16/20 21:49,Plain White T's,"1, 2, 3, 4",198360
4/16/20 21:52,The Beach Boys,Good Vibrations - Remastered,219026
4/16/20 21:57,Rob Thomas,Streetcorner Symphony,247826
4/16/20 22:00,John Denver,"Take Me Home, Country Roads",197813
4/16/20 22:03,The Mowgli's,San Francisco,173093
4/16/20 22:15,The Temptations,My Girl,165000
4/16/20 22:18,Andy Grammer,Keep Your Head Up,189933
4/16/20 22:22,Neil Diamond,Sweet Caroline,203573
4/16/20 22:25,Rob Thomas,Hold on Forever,215120
4/16/20 22:28,Natalie Cole,This Will Be (An Everlasting Love),171960
4/16/20 22:31,Neon Trees,Everybody Talks,177280
4/16/20 22:35,Harry Styles,Canyon Moon,189786
4/16/20 22:37,Rachel Platten,Better Place,176386
4/16/20 22:39,Andy Grammer,"Honey, I'm Good.",893
4/16/20 22:39,Jason Mraz,The Remedy (I Won't Worry),116719
4/16/20 22:42,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",160280
4/16/20 22:45,The Turtles,Happy Together,176293
4/16/20 22:50,Andrew Gold,Thank You for Being a Friend,280760
4/16/20 22:52,Dave Barnes,Good Day for Marrying You,162560
4/16/20 22:56,Ingrid Michaelson,The Lotto,19576
4/16/20 22:56,O.A.R.,Miss You All The Time,193760
4/16/20 22:59,Mat Kearney,Hey Mama,177613
4/16/20 23:03,Sara Bareilles,Love Song,258826
4/16/20 23:08,Train,"Save Me, San Francisco",249426
4/16/20 23:10,The Beach Boys,God Only Knows - Remastered,168695
4/17/20 19:47,Drake,Toosie Slide,1642
4/17/20 19:50,The Weeknd,Blinding Lights,200040
4/17/20 19:54,Sam Smith,I’m Ready (with Demi Lovato),200838
4/17/20 19:57,Powfu,death bed (coffee for your head),173333
4/17/20 20:00,Lil Mosey,Blueberry Faygo,162546
4/17/20 20:03,SAINt JHN,Roses - Imanbek Remix,176218
4/17/20 20:06,Dua Lipa,Don't Start Now,183290
4/17/20 20:10,Doja Cat,Say So,237893
4/17/20 20:13,Surfaces,Sunday Best,158571
4/17/20 20:16,BENEE,Supalonely,223480
4/17/20 20:20,Justin Bieber,Intentions,212868
4/17/20 20:23,Selena Gomez,Boyfriend,161188
4/17/20 20:26,Dua Lipa,Break My Heart,221820
4/17/20 20:30,Roddy Ricch,The Box,196652
4/17/20 20:32,Playboi Carti,@ MEH,166799
4/17/20 20:36,The Weeknd,In Your Eyes,237520
4/17/20 20:39,Doja Cat,Boss Bitch,134239
4/17/20 20:41,Surf Mesa,ily (i love you baby) (feat. Emilee),176546
4/17/20 20:44,Trevor Daniel,Falling,159381
4/17/20 22:05,Megan Thee Stallion,Savage,26715
4/18/20 15:35,Elton John,Levon,12585
4/19/20 16:19,Ben Rector,I Will Always Be Yours,2345
4/19/20 16:22,Vulfpeck,Animal Spirits,190801
4/19/20 16:23,Ingrid Michaelson,You and I,4702
4/19/20 16:23,Matt Nathanson,Way Way Back,835
4/19/20 16:23,Uncle Kracker,Smile,4284
4/19/20 16:23,Ray LaMontagne,You Are the Best Thing,51405
4/19/20 16:23,The Goo Goo Dolls,Come to Me,1567
4/19/20 16:27,Imagine Dragons,Mouth Of The River,221560
4/19/20 16:31,Sam.Sts,Applesauce,201610
4/19/20 17:29,Bad Suns,One Magic Moment,217333
4/19/20 17:30,Wallows,Drunk on Halloween,36356
4/19/20 17:33,Bad Suns,Violet,198400
4/19/20 17:36,Imagine Dragons,Warriors,170066
4/19/20 17:39,COIN,Cemetery,177106
4/19/20 17:43,AWOLNATION,Passion,201833
4/19/20 17:47,Felix Rabito,Anna Muse,263526
4/19/20 17:50,Castlecomer,Move,179266
4/19/20 17:54,Office Hours,Sunday,259919
4/19/20 17:58,Welshly Arms,Legendary,232173
4/19/20 18:02,Coast Modern,Guru,204066
4/19/20 18:05,Danny and Alex,Who's Been Smoking You Out?,194400
4/19/20 18:08,Matt and Kim,Hey Now,169480
4/19/20 18:11,The Mowgli's,I Feel Good About This,201527
4/19/20 18:15,Guthrie Brown,Wild Child,209653
4/19/20 18:17,The Mowgli's,Alone Sometimes,166743
4/19/20 18:20,Ashes To Amber,IRIS,151578
4/19/20 18:24,Grouplove,Tongue Tied,218013
4/19/20 18:27,COIN,Let It All Out (10:05),220880
4/19/20 18:30,Kyd the Band,American Dreamer,191041
4/19/20 18:33,The Strumbellas,I’ll Wait,176080
4/19/20 18:37,courtship.,Islands,206908
