endTime,artistName,trackName,msPlayed
4/19/20 18:40,Matt and Kim,Not Alone,182373
4/19/20 18:43,Rainbow Kitten Surprise,All That and More (Sailboat),171025
4/19/20 18:47,Saro,Eyelids,238055
4/19/20 18:50,COIN,Talk Too Much,187133
4/19/20 18:53,Saint Motel,Sweet Talk,192040
4/19/20 18:56,Judah & the Lion,Over my head,195863
4/19/20 19:00,Andrew McMahon in the Wilderness,High Dive,227204
4/19/20 19:03,Dayglow,Nicknames,203727
4/19/20 19:07,DREAMERS,Come Down Slow,206560
4/19/20 19:10,Ra Ra Riot,Can You Tell,162813
4/19/20 19:13,Hippo Campus,Buttercup,226610
4/19/20 19:18,WILD,American Love,251813
4/19/20 19:21,Grouplove,Good Morning,219560
4/20/20 19:59,Moon Taxi,Now's The Time,172942
4/21/20 16:19,Diplo,Heartless (feat. Morgan Wallen),5979
4/21/20 16:19,Pitbull,I Believe That We Will Win (World Anthem),159249
4/21/20 16:23,Hippo Campus,South,231468
4/21/20 16:27,Matt Maeson,Cliffy,228386
4/21/20 16:30,Portugal. The Man,Feel It Still,163253
4/21/20 16:31,Tyrone Briggs,Get on Up,68284
4/21/20 17:25,Glass Animals,Youth,211604
4/21/20 17:25,Matt and Kim,Daylight,2078
4/21/20 17:25,CRUISR,Go for It,1056
4/21/20 17:39,Changing Faces,All of My Days (feat. Jay-Z),3668
4/21/20 17:39,Quad City DJ's,Space Jam,301628
4/21/20 17:39,All-4-One,I Turn to You,4643
4/21/20 17:39,Robin S,Givin' U All That I've Got,7163
4/21/20 17:39,Monica,For You I Will,5630
4/21/20 17:41,Coolio,The Winner,2681
4/21/20 17:43,Technotronic,Pump Up The Jam,13676
4/21/20 17:43,Coolio,The Winner,3517
4/21/20 17:44,The Mowgli's,Hard to Love,2263
4/21/20 17:44,All-4-One,I Turn to You,8521
4/21/20 17:47,COIN,Crash My Car,188306
4/21/20 17:55,HARBOUR,Runaway Kids,224343
4/21/20 17:58,The Cautious,San Diego,184482
4/21/20 18:02,Robby Hunter Band,Never Say No,196383
4/21/20 18:54,Logan Smith,The Thought of You,165396
4/21/20 19:11,fun.,The Gambler,84369
4/21/20 20:09,Harry Styles,Adore You,207133
4/22/20 17:31,5 Seconds of Summer,Wildflower,37898
4/22/20 17:33,John Mayer,Carry Me Away,156986
4/22/20 17:35,Bruno Major,Nothing,117565
4/22/20 17:38,Lizzo,Good as Hell,159735
4/22/20 17:41,Rex Orange County,Corduroy Dreams,206974
4/22/20 18:03,Jonas Brothers,Cool,167106
4/22/20 18:06,FINNEAS,Let's Fall in Love for the Night,190348
4/22/20 18:10,Ben Platt,Grow As We Go,241003
4/22/20 18:10,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",2263
4/22/20 18:13,Saint Blonde,Love Me Instead,172146
4/22/20 18:16,CRUISR,Throw Shade,172986
4/22/20 18:20,Jason Polley,Wake Me Up,238000
4/22/20 18:24,MisterWives,Our Own House,232186
4/22/20 18:27,Bleachers,I Wanna Get Better,204520
4/22/20 18:31,MisterWives,Drummer Boy,240266
4/22/20 18:35,Sammy Rae & The Friends,Talk It Up,238480
4/23/20 16:15,Pitbull,Fireball (feat. John Ryan),191701
4/23/20 16:17,Pitbull,Go Girl,11946
4/23/20 16:17,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1408
4/23/20 16:17,Pitbull,Fireball (feat. John Ryan),43584
4/23/20 16:17,Jason Derulo,It Girl,63
4/23/20 16:17,B.o.B,Nothin' on You (feat. Bruno Mars),874
4/23/20 16:18,Pitbull,Dame Tu Cosita - Radio Version,44480
4/23/20 16:18,Nelly,Hot In Herre,725
4/23/20 16:18,Olly Murs,Troublemaker (feat. Flo Rida),5312
4/23/20 16:19,Major Lazer,Trigger,725
4/23/20 16:19,Sean Kingston,Beautiful Girls,0
4/23/20 16:19,Nelly,Hot In Herre,51306
4/23/20 16:19,Pitbull,No Lo Trates,1088
4/23/20 16:19,Olly Murs,Troublemaker (feat. Flo Rida),874
4/23/20 16:22,Pitbull,No Lo Trates,198453
4/23/20 16:24,Sean Kingston,Beautiful Girls,110252
4/24/20 18:23,The Ventures,Hawaii Five-O,218794
4/25/20 3:18,The Ventures,Hawaii Five-O,110229
4/26/20 16:19,The Band CAMINO,Who Says We're Through,48994
4/26/20 16:20,The Kooks,Bad Habit,4713
4/26/20 16:20,Red Hot Chili Peppers,Under the Bridge,23301
4/26/20 16:24,Phoenix,S.O.S In Bel Air,223173
4/26/20 16:27,The Mowgli's,Kansas City,182092
4/26/20 16:32,Young the Giant,Anagram,294240
4/27/20 17:28,Half the Animal,Summertime High,177026
4/27/20 17:31,Opus Orange,Balance,165138
4/27/20 17:35,The Score,Higher,214613
4/27/20 17:38,Hippo Campus,Bambi,194400
4/27/20 17:42,MisterWives,Our Own House,232186
4/27/20 17:45,Elephant Revival,Grace of a Woman,218653
4/27/20 19:12,fun.,Some Nights,173550
4/27/20 19:16,Lipps Inc.,Funky Town,239253
4/27/20 19:20,Leo Sayer,You Make Me Feel Like Dancing - Remastered,219466
4/27/20 19:25,Donna Summer,Hot Stuff,314760
4/27/20 19:28,Diana Ross,Upside Down,125155
4/27/20 19:33,Starship,We Built This City,296080
4/27/20 19:40,KC & The Sunshine Band,Get Down Tonight - 2004 Remaster,111827
4/27/20 19:40,Imagination,Music and Lights,1335
4/27/20 19:42,Kelly Marie,Feels Like I'm in Love,1544
4/27/20 19:45,Wild Cherry,Play That Funky Music - Single Version,190200
4/27/20 19:49,The Human League,Don't You Want Me,236920
4/27/20 19:52,Alicia Bridges,"I Love The Nightlife (Disco 'Round) - """,207893
4/27/20 19:53,Boney M.,Rasputin,25046
4/27/20 19:56,MFSB,T.S.O.P. (The Sound of Philadelphia) (feat. The Th...,5182
4/27/20 19:56,Sister Sledge,We Are Family,2914
4/27/20 19:56,Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" So...",197213
4/27/20 20:00,Kool & The Gang,Celebration - Single Version,215653
4/27/20 20:03,Walter Murphy,A Fifth Of Beethoven,182533
4/27/20 20:07,Blondie,Heart Of Glass,229423
4/27/20 20:10,Viola Wills,Gonna Get Along Without You Now,200600
4/27/20 20:14,Village People,In The Navy,225840
4/27/20 20:19,Rose Royce,Car Wash,307573
4/27/20 20:22,KC & The Sunshine Band,That's the Way (I Like It) - 2004 Remaster,185106
4/27/20 20:26,The Pointer Sisters,Jump (Original Mix),262560
4/27/20 20:30,Gloria Gaynor,I Will Survive - Single Version,198066
4/27/20 20:35,"Earth, Wind & Fire",Boogie Wonderland,288293
4/27/20 20:41,Tavares,Heaven Must Be Missing An Angel - Pt. 1,394133
4/27/20 20:45,Kool & The Gang,Ladies Night,219959
4/27/20 20:48,The Romantics,What I Like About You,175266
4/27/20 20:51,The Bangles,Walk Like an Egyptian,203226
4/27/20 20:55,Cyndi Lauper,Girls Just Want to Have Fun,238266
4/27/20 20:58,Carl Douglas,Kung Fu Fighting,197693
4/27/20 20:59,Gloria Gaynor,Can't Take My Eyes Off of You - Black Box Mix,5695
4/27/20 21:02,Natalie Cole,This Will Be (An Everlasting Love),171360
4/27/20 21:05,Young-Holt Unlimited,Soulful Strut,181066
4/27/20 21:07,The La's,There She Goes,162160
4/27/20 21:08,George Thorogood & The Destroyers,Bad To The Bone,1369
4/27/20 21:08,Dusty Springfield,Am I the Same Girl - Remastered Version,1300
4/27/20 21:08,Betty Carter,Every Time We Say Goodbye - Remastered,1068
4/27/20 21:08,Linda Ronstadt,I Love You for Sentimental Reasons,3308
4/27/20 21:08,The Beatles,Here Comes The Sun - Remastered 2009,1277
4/27/20 21:08,Meridian Film Music Recordings,The Great Escape: March,2728
4/27/20 21:08,Shonen Knife,Top Of The World,1219
4/27/20 21:08,Hayley Mills,"Let's Get Together - From ""The Parent Trap""",2716
4/27/20 21:08,Ella Fitzgerald,Ev'ry Time We Say Goodbye,16497
4/27/20 21:10,The Lovin' Spoonful,Do You Believe in Magic?,125826
4/27/20 21:10,OMC,How Bizarre,1602
4/27/20 21:10,DJ Jazzy Jeff & The Fresh Prince,Parents Just Don't Understand - Edit,23070
4/27/20 21:13,Joe Garland,In the Mood,174200
4/27/20 21:16,The Beach Boys,Forever - Remastered 2009,162293
4/27/20 21:18,Sam Cooke,(What A) Wonderful World,125440
4/27/20 21:23,Paul Simon,You Can Call Me Al,280000
4/27/20 21:25,The Beatles,Twist And Shout - Remastered 2009,155226
4/27/20 21:28,Louis Prima,Pennies From Heaven,141666
4/27/20 21:30,Frankie Valli & The Four Seasons,Sherry,152160
4/27/20 21:33,Van Morrison,Brown Eyed Girl,183306
4/27/20 21:38,Joni Mitchell,Both Sides Now,274560
4/27/20 21:42,Stevie Wonder,Sir Duke,232760
4/27/20 21:42,New Radicals,Mother We Just Can't Get Enough,23743
4/27/20 21:44,The Zombies,This Will Be Our Year,127733
4/27/20 21:48,Ringo Starr,Photograph,239760
4/27/20 21:52,Elton John,Are You Ready For Love? - Remastered,212440
4/27/20 21:56,XTC,Then She Appeared - 2001 Remaster,231706
4/27/20 22:00,Loggins & Messina,Danny's Song,254653
4/27/20 22:03,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",161160
4/27/20 22:07,Orleans,Still the One,234040
4/27/20 22:09,Paul Simon,Me and Julio Down by the Schoolyard,164813
4/27/20 22:13,The Monkees,Me & Magdalena,213706
4/27/20 22:17,Kenny Loggins,"Whenever I Call You ""Friend"" (feat. Stevie Nicks)",237826
4/27/20 22:19,The Beach Boys,Wouldn't It Be Nice - Stereo Mix,153205
4/27/20 22:22,James Taylor,Your Smiling Face,165400
4/27/20 22:26,Billy Joel,The Longest Time,217906
4/27/20 22:29,Frankie Valli,Can't Take My Eyes off You,203680
4/27/20 22:33,Carole King,So Far Away,235626
4/28/20 18:45,Stevie Wonder,Isn't She Lovely,25820
4/28/20 18:45,James Taylor,How Sweet It Is (To Be Loved By You) - 2019 Remast...,1787
4/28/20 18:45,"Peter, Paul and Mary",Leaving on a Jet Plane,1706
4/28/20 18:45,The 5th Dimension,Wedding Bell Blues - Remastered 2000,2054
4/28/20 18:49,Fleetwood Mac,Dreams - 2004 Remaster,257800
4/28/20 18:50,Fleetwood Mac,Say Goodbye,30649
4/28/20 18:50,JR JR,Control (Secretly Sorry),4295
4/28/20 18:52,Post Malone,Circles - Instrumental,100437
4/28/20 18:55,The Weeknd,Blinding Lights,200040
4/28/20 20:01,ABBA,Waterloo,168826
4/28/20 21:10,Kakkmaddafakka,Dream,9171
4/28/20 21:10,Justin Bieber,Running Over,1451
4/28/20 21:10,ABBA,Super Trouper,214227
4/28/20 21:10,Khalid,Know Your Worth,6362
4/28/20 21:10,ABBA,SOS,5398
4/28/20 21:22,Colony House,Keep On Keeping On,185546
4/28/20 21:25,BENEE,Supalonely,223480
4/28/20 21:54,Jukebox The Ghost,Stay the Night,170647
4/28/20 21:59,Juice,Coconut Girl,292181
4/28/20 22:03,joan,i loved you first,227067
4/28/20 22:07,Jukebox The Ghost,Victoria,224373
4/28/20 22:11,Yam Haus,Get Somewhere,224486
4/28/20 22:44,Honest Men,I'm Okay,191798
4/28/20 22:46,Colony House,Silhouettes,177773
4/28/20 22:50,BØRNS,Electric Love,218106
4/28/20 22:54,Juice,Workin' on Lovin',234026
4/28/20 22:57,The Band CAMINO,14-Feb,163690
4/28/20 23:00,The Happy Fits,Achey Bones,201906
4/28/20 23:03,Jake Scott,Dancing in the Dawn,176733
4/28/20 23:07,Winnetka Bowling League,CVS,209173
4/28/20 23:11,Of Monsters and Men,Empire,260413
4/28/20 23:16,BØRNS,Past Lives,274320
4/28/20 23:19,The Brook & The Bluff,Halfway Up,235024
4/28/20 23:24,The Format,The First Single,266893
4/28/20 23:27,Wild Party,Chasin' Honey,189960
4/28/20 23:31,Grizfolk,Waiting For You,237853
4/28/20 23:42,The Mowgli's,Norman Rockwell,225174
4/28/20 23:46,Colony House,Moving Forward,217986
4/28/20 23:50,Of Monsters and Men,Little Talks,266600
4/30/20 18:24,Jukebox The Ghost,Fred Astaire,219000
4/30/20 18:28,Coast Modern,Dive,208306
4/30/20 18:32,Judah & the Lion,Mason-Dixon Line,235546
4/30/20 18:36,Decorator,Heart Is a Muscle,262173
4/30/20 18:40,A Great Big World,You,218133
4/30/20 18:43,BØRNS,"10,000 Emerald Pools",174693
4/30/20 18:47,Ben Rector,Green,223988
4/30/20 18:50,Josh Gilligan,Absent Mind,228467
5/1/20 21:00,The Beach Boys,Feel Flows - Remastered 2009,1290
5/1/20 21:00,The Surfaris,Wipeout,3730
5/1/20 21:00,The Ventures,Hawaii Five-O,5110
5/1/20 21:00,The Ventures,Hawaii Five-O,3676
5/1/20 21:00,The Lovin' Spoonful,Do You Believe in Magic?,9370
5/1/20 21:02,The Beach Boys,Wouldn't It Be Nice - Remastered,145106
5/1/20 21:03,Brian Wilson,Love And Mercy,3960
5/1/20 21:03,The Beach Boys,I Know There's An Answer - Remastered,3800
5/1/20 21:03,The Beach Boys,Do It Again - Remastered 2001,5660
5/1/20 21:03,The Beach Boys,Long Promised Road - Remastered 2009,10393
5/1/20 21:06,The Beach Boys,Surfin' U.S.A. - Remastered,137187
5/1/20 21:06,The Beach Boys,Good Vibrations - Remastered,0
5/1/20 21:06,The Beach Boys,God Only Knows - Remastered,1080
5/1/20 21:11,The Beach Boys,Kokomo,217093
5/1/20 21:11,Cisco Adler,Long Strange Trip...,174698
5/1/20 21:16,Rupert Holmes,Escape (The Pina Colada Song),276493
5/1/20 21:20,Jimmy Buffett,Margaritaville,250933
5/1/20 21:24,Alan Jackson,It's Five O'Clock Somewhere,230266
5/1/20 21:27,Jimmy Buffett,"Changes In Latitudes, Changes In Attitudes",197333
5/1/20 21:28,The Beach Boys,Good Vibrations - Remastered,39087
5/1/20 21:28,The Monkees,I'm a Believer - 2006 Remaster,5460
5/1/20 21:28,The Beach Boys,Wouldn't It Be Nice - Remastered,800
5/1/20 21:28,The Beach Boys,God Only Knows - Remastered,1510
5/1/20 21:28,The Beach Boys,Kokomo,1070
5/1/20 21:28,The Beach Boys,California Girls - Remix/Remastered,14440
5/1/20 21:32,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
5/1/20 21:33,Bobby Darin,Beyond the Sea,110
5/1/20 21:33,The Beach Boys,Wouldn't It Be Nice - Stereo Mix,68823
5/1/20 21:33,Three Dog Night,Never Been To Spain - Single Version,1140
5/1/20 21:33,The Beach Boys,Here She Comes - Remastered 2000,90
5/1/20 21:33,The Kinks,Picture Book - 2018 Stereo Remaster,0
5/1/20 21:33,Sonny & Cher,I Got You Babe,0
5/1/20 21:33,Paul McCartney,Ebony And Ivory - Remixed 2015,160
5/1/20 21:33,Simon & Garfunkel,Homeward Bound,1110
5/1/20 21:33,Bobby Darin,Splish Splash,290
5/1/20 21:33,Badfinger,No Matter What - Remastered 2010,0
5/1/20 21:33,The Crystals,Then He Kissed Me,0
5/1/20 21:36,The Drifters,Under the Boardwalk,161960
5/1/20 21:41,George Harrison,My Sweet Lord - Remastered 2014,281226
5/1/20 22:00,The Beach Boys,"Caroline, No - Remastered",0
5/1/20 22:00,Paul McCartney,"Fuh You - Recorded At Abbey Road Studios, London",930
5/1/20 22:00,Simon & Garfunkel,Cecilia,760
5/1/20 22:00,The Beach Boys,I Get Around (Mono),0
5/1/20 22:00,Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",0
5/1/20 22:00,Simon & Garfunkel,America,613
5/1/20 22:00,Ringo Starr,Photograph,0
5/1/20 22:06,Paul Simon,Kodachrome,0
5/1/20 22:06,Paul Simon,Father and Daughter,0
5/1/20 22:06,The Supremes,Baby Love,0
5/1/20 22:06,George Harrison,What Is Life - Remastered 2014,0
5/1/20 22:06,The Beach Boys,You're So Good To Me - Remastered,0
5/1/20 22:06,Wings,Band On The Run - Remastered 2010,0
5/1/20 22:06,The Monkees,Daydream Believer,580
5/1/20 22:08,Creedence Clearwater Revival,Fortunate Son,140773
5/1/20 22:11,Creedence Clearwater Revival,Have You Ever Seen The Rain,160333
5/1/20 22:14,Creedence Clearwater Revival,Bad Moon Rising,141600
5/1/20 22:28,Creedence Clearwater Revival,Down On The Corner,166280
5/1/20 23:04,Creedence Clearwater Revival,Up Around The Bend,161466
5/1/20 23:08,Creedence Clearwater Revival,Proud Mary,187226
5/1/20 23:18,Creedence Clearwater Revival,Green River,154120
5/1/20 23:26,Creedence Clearwater Revival,Born On The Bayou,314666
5/1/20 23:29,Creedence Clearwater Revival,Lookin' Out My Back Door,152453
5/1/20 23:32,Creedence Clearwater Revival,Cotton Fields,177266
5/1/20 23:35,Dolly Parton,Here You Come Again,179491
5/1/20 23:37,Dolly Parton,9 to 5,162466
5/1/20 23:42,Miley Cyrus,Rainbowland (feat. Dolly Parton),265373
5/1/20 23:42,Creedence Clearwater Revival,Susie Q,12961
5/1/20 23:42,The Grass Roots,Sooner Or Later,820
5/1/20 23:42,The Grass Roots,Sooner Or Later,2740
5/1/20 23:42,Elvis Presley,I Got Lucky,540
5/1/20 23:42,The Turtles,Happy Together,1280
5/1/20 23:42,Frankie Valli & The Four Seasons,Who Loves You,530
5/1/20 23:42,Frankie Valli & The Four Seasons,Who Loves You,2680
5/1/20 23:45,Elvis Presley,Can't Help Falling in Love,182360
5/1/20 23:48,The Foundations,Build Me Up Buttercup - Mono,177533
5/1/20 23:51,The Archies,"Sugar, Sugar",167186
5/1/20 23:53,John Denver,"Take Me Home, Country Roads",1290
5/1/20 23:53,George Harrison,All Things Must Pass - Demo,1250
5/1/20 23:53,Frankie Valli & The Four Seasons,Big Girls Don't Cry,2450
5/1/20 23:56,The Monkees,Me & Magdalena,5856
5/1/20 23:56,Carpenters,Top Of The World,179173
5/2/20 0:00,Neil Diamond,"America - From ""The Jazz Singer"" Soundtrack",257600
5/2/20 0:01,Elvis Presley,Love Me Tender - with The Royal Philharmonic Orche...,33590
5/2/20 0:04,Dolly Parton,9 to 5,776
5/2/20 0:04,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",201093
5/2/20 0:05,Blue Swede,Hooked on a Feeling,5540
5/2/20 0:05,Carole King,So Far Away,1070
5/2/20 0:05,John Denver,Thank God I'm a Country Boy,7520
5/2/20 0:05,John Denver,Thank God I'm a Country Boy,670
5/2/20 0:05,Jay & The Americans,Come A Little Bit Closer,1600
5/2/20 0:05,Jay & The Americans,Come A Little Bit Closer,4840
5/2/20 0:05,The Poppy Family,Where Evil Grows,800
5/2/20 0:09,Dolly Parton,Islands In the Stream,251960
5/2/20 0:10,Simon & Garfunkel,Blues Run the Game - Studio Outtake - 1965,58200
5/2/20 0:12,Glen Campbell,Gentle On My Mind - Remastered 2001,2550
5/2/20 0:15,Frank Sinatra,The Way You Look Tonight,202160
5/2/20 0:19,Leo Sayer,You Make Me Feel Like Dancing - Remastered,219466
5/2/20 0:22,John Denver,"Take Me Home, Country Roads",197813
5/2/20 0:25,Dolly Parton,Jolene,161533
5/2/20 0:27,Neil Diamond,Sweet Caroline,21050
5/2/20 19:13,Vance Joy,Great Summer - Soundtrack Version Genre Alternativ...,1685
5/2/20 19:13,Dexys Midnight Runners,Come On Eileen,1002
5/2/20 19:13,Halsey,New Americana,1301
5/2/20 19:13,Trevor Hall,Green Mountain State,2560
5/2/20 19:13,George Ezra,Barcelona,874
5/2/20 19:13,MAGIC!,Rude,85
5/2/20 19:13,Charlie Puth,Marvin Gaye (feat. Meghan Trainor),213
5/2/20 19:13,George Ezra,Did You Hear the Rain?,618
5/2/20 19:16,George Ezra,Did You Hear the Rain?,9600
5/2/20 19:17,Natasha Bedingfield,Unwritten,670
5/2/20 19:17,Gentlemen Hall,Sail Into The Sun,0
5/2/20 19:17,Arcade Fire,The Suburbs,0
5/2/20 19:17,Plain White T's,Rhythm Of Love,1780
5/2/20 19:17,Jason Mraz,Have It All,830
5/2/20 19:17,GRiZ,A New Day,2850
5/2/20 19:17,San Cisco,Too Much Time Together,0
5/2/20 19:17,The New Electric Sound,Suitcase,0
5/2/20 19:20,King Harvest,Dancing in the Moonlight,181133
5/2/20 19:23,Weezer,Island In The Sun,200306
5/2/20 19:27,Sean Kingston,Me Love,204293
5/2/20 19:27,Matt Nathanson,Come On Get Higher,30646
5/2/20 19:31,Corinne Bailey Rae,Put Your Records On,215360
5/2/20 19:34,Colbie Caillat,Brighter Than The Sun,231213
5/2/20 19:38,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",181646
5/2/20 20:07,Bob Marley & The Wailers,Could You Be Loved,237000
5/2/20 20:08,Kid Rock,All Summer Long,18520
5/2/20 20:08,Eagles,Hotel California - 2013 Remaster,2260
5/2/20 20:12,Mark Keali'i Ho'omalu,"Hawaiian Roller Coaster Ride - From ""Lilo & Stitch""...",208226
5/2/20 20:17,Israel Kamakawiwo'ole,Somewhere Over The Rainbow_What A Wonderful World,308026
5/2/20 20:22,UB40,Red Red Wine,320933
5/2/20 20:26,Bob Marley & The Wailers,Is This Love,232200
5/2/20 20:55,Eagles,Peaceful Easy Feeling - 2013 Remaster,72453
5/2/20 21:00,Sublime,What I Got,170906
5/2/20 21:03,The Surfaris,Wipe Out - Hit Version / Extended Ending,157760
5/2/20 21:07,Eagles,Take It Easy - 2013 Remaster,211577
5/2/20 21:13,Sublime,Santeria,182746
5/2/20 21:19,Zac Brown Band,Toes,262773
5/2/20 21:22,Zac Brown Band,Make This Day,203173
5/2/20 21:27,Big Mountain,"Baby, I Love Your Way",249520
5/2/20 21:30,Michael Franti & Spearhead,The Sound Of Sunshine,225133
5/2/20 21:34,311,Amber,206973
5/2/20 21:37,Katy Perry,California Gurls,208295
5/3/20 16:00,Katy Perry,California Gurls,0
5/3/20 16:00,The Ventures,Hawaii Five-O,0
5/3/20 16:08,Bob Marley & The Wailers,One Love / People Get Ready - Medley,172840
5/3/20 16:11,Carpenters,Top Of The World,179173
5/3/20 16:14,Zac Brown Band,Castaway,188053
5/3/20 16:17,The Beach Boys,Surfin' U.S.A. - Remastered,149373
5/3/20 16:34,Weezer,Island In The Sun,200306
5/3/20 16:37,King Harvest,Dancing in the Moonlight,181133
5/3/20 16:40,Sean Kingston,Me Love,204293
5/3/20 16:44,Colbie Caillat,Brighter Than The Sun,231213
5/3/20 16:48,Corinne Bailey Rae,Put Your Records On,215360
5/3/20 16:52,Jimmy Buffett,Margaritaville,250933
5/3/20 16:56,Alan Jackson,It's Five O'Clock Somewhere,230266
5/3/20 16:59,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
5/3/20 17:03,Rupert Holmes,Escape (The Pina Colada Song),276493
5/3/20 17:40,The Beach Boys,Wouldn't It Be Nice - Stereo Mix,36326
5/3/20 17:41,The Beach Boys,Good Vibrations - Remastered,104199
5/3/20 17:45,The Beach Boys,Kokomo,217093
5/3/20 17:49,Miley Cyrus,Rainbowland (feat. Dolly Parton),265373
5/3/20 17:54,Kid Rock,All Summer Long,297586
5/3/20 18:00,The Surfaris,Wipe Out - Hit Version / Extended Ending,5870
5/3/20 18:00,UB40,Red Red Wine,320933
5/3/20 18:04,Sublime,What I Got,33291
5/3/20 18:04,Eagles,Take It Easy - 2013 Remaster,1648
5/3/20 18:04,Bob Marley & The Wailers,Could You Be Loved,237000
5/3/20 18:05,Eagles,Peaceful Easy Feeling - 2013 Remaster,1393
5/3/20 18:37,Sublime,Santeria,182746
5/3/20 18:41,Zac Brown Band,Make This Day,203173
5/3/20 18:44,Mark Keali'i Ho'omalu,"Hawaiian Roller Coaster Ride - From ""Lilo & Stitch""...",208226
5/3/20 18:48,311,Amber,206973
5/3/20 18:51,Bob Marley & The Wailers,Is This Love,232200
5/3/20 18:55,Michael Franti & Spearhead,The Sound Of Sunshine,225133
5/3/20 19:02,Eagles,Hotel California - 2013 Remaster,391376
5/3/20 19:07,Israel Kamakawiwo'ole,Somewhere Over The Rainbow_What A Wonderful World,308026
5/3/20 19:11,Zac Brown Band,Toes,262773
5/3/20 19:15,Big Mountain,"Baby, I Love Your Way",249520
5/3/20 19:18,James Taylor,Your Smiling Face,165400
5/3/20 19:21,Van Morrison,Brown Eyed Girl,183306
5/3/20 19:26,Orleans,Still the One,234040
5/3/20 19:29,The Beach Boys,Wouldn't It Be Nice - Stereo Mix,153205
5/3/20 19:32,Dexys Midnight Runners,Come On Eileen,205933
5/3/20 19:36,Billy Joel,The Longest Time,217906
5/3/20 19:38,The Lovin' Spoonful,Do You Believe in Magic?,125826
5/3/20 19:42,Three Dog Night,Joy To The World,220573
5/3/20 19:45,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",160280
5/3/20 19:47,The Temptations,My Girl,165000
5/3/20 19:50,Paul Simon,Me and Julio Down by the Schoolyard,164813
5/3/20 19:54,Billy Joel,Only the Good Die Young,235560
5/3/20 19:57,Neil Diamond,Sweet Caroline,203573
5/3/20 20:02,Ben Rector,Forever Like That,254037
5/3/20 20:07,Elton John,Bennie And The Jets - Remastered 2014,322548
5/3/20 20:10,Daryl Hall & John Oates,You Make My Dreams (Come True),190626
5/3/20 20:15,The Beach Boys,Good Vibrations,255400
5/3/20 20:22,Billy Joel,Scenes from an Italian Restaurant,456893
5/3/20 20:25,The Beatles,Here Comes The Sun - Remastered 2009,185733
5/3/20 20:32,Jack Johnson,Banana Pancakes,191906
5/3/20 20:36,James Taylor,How Sweet It Is (To Be Loved By You) - 2019 Remast...,216386
5/3/20 20:42,Elton John,Tiny Dancer,377093
5/3/20 20:45,The Beach Boys,God Only Knows - Remastered,173040
5/3/20 20:48,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",161160
5/3/20 20:56,Don McLean,American Pie,516893
5/3/20 21:00,John Mellencamp,Jack & Diane,254493
5/3/20 21:01,James Taylor,Carolina in My Mind,34680
5/3/20 21:02,Loggins & Messina,Danny's Song,77786
5/3/20 21:05,Zac Brown Band,Loving You Easy,155653
5/3/20 21:05,Jimmy Buffett,Margaritaville,2183
5/3/20 21:05,Darius Rucker,Wagon Wheel,9694
5/3/20 21:09,The Beach Boys,Kokomo,217093
5/3/20 21:11,John Denver,Rocky Mountain High,150779
5/3/20 21:14,Paul Simon,You Can Call Me Al,152113
5/3/20 21:16,Daryl Hall & John Oates,Rich Girl,142786
5/3/20 21:19,The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009",188960
5/3/20 21:21,Chicago,Saturday in the Park - 2002 Remaster,110185
5/3/20 21:25,Fleetwood Mac,Landslide,199493
5/3/20 21:30,Jim Croce,"Bad, Bad Leroy Brown",87086
5/3/20 21:33,James Taylor,Mexico - 2019 Remaster,178693
5/3/20 21:37,The Beach Boys,Good Vibrations - Remastered,219026
5/3/20 21:49,Dexys Midnight Runners,Come On Eileen,284306
5/3/20 21:49,Simon & Garfunkel,Cecilia,882
5/3/20 21:53,Billy Joel,Uptown Girl,197706
5/3/20 21:57,Rascal Flatts,Life is a Highway,276320
5/3/20 22:01,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
5/3/20 22:04,Tom Petty,Wildflowers,190320
5/3/20 22:07,The Doobie Brothers,Listen to the Music,227266
5/3/20 22:10,Jay & The Americans,Come A Little Bit Closer,168853
5/3/20 22:14,Faces,Ooh La La,214080
5/3/20 22:16,Jonathan Edwards,Sunshine (Go Away Today),138733
5/3/20 22:20,Paul McCartney,Maybe I’m Amazed - Remastered 2011,229826
5/3/20 22:26,Billy Joel,Piano Man,339000
5/3/20 22:29,Bobby Darin,Beyond the Sea,172480
5/3/20 22:32,Eagles,Take It Easy - 2013 Remaster,211577
5/3/20 22:35,America,Sister Golden Hair,199573
5/3/20 22:36,The Monkees,Gonna Buy Me a Dog - Original Stereo Version; 2006...,36259
5/3/20 22:39,Ben Rector,Duo,202586
